W=a,W=all,W=am,W=and,W=are,W=as,W=at,W=be,W=but,W=can,W=do,W=don,W=for,W=had,W=have,W=he,W=here,W=i,W=if,W=in,W=is,W=it,W=know,W=little,W=me,W=must,W=my,W=no,W=not,W=now,W=of,W=one,W=so,W=that,W=the,W=there,W=think,W=this,W=to,W=was,W=well,W=what,W=will,W=with,W=yes,W=you,W=your,'distribution_nora ','distribution_helmer ','distribution_mrslinde ','distribution_krogstad ','distribution_rank ',character_name
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.502473,0.186842,0.153284,0.102565,0.054837,'nora '
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464644,0.201043,0.234195,0.03987,0.060248,'rank '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.491518,0.140997,0.1463,0.156626,0.064559,'nora '
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,2,0,0.572226,0.285488,0.034654,0.006428,0.101205,'rank '
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0.475737,0.297322,0.141857,0.026586,0.058498,'nora '
0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0.475452,0.188967,0.089588,0.05453,0.191464,'rank '
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597183,0.114166,0.101848,0.077074,0.109728,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.385888,0.248991,0.151397,0.081396,0.132328,'rank '
0,1,1,5,1,0,0,1,0,1,0,0,3,0,0,0,1,3,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0.676095,0.238326,0.046162,0.001663,0.037754,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.454289,0.246787,0.127426,0.070896,0.100603,'rank '
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561186,0.194239,0.111526,0.069452,0.063598,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426217,0.172721,0.226789,0.084884,0.08939,'rank '
0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,3,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0.826724,0.155356,0.01535,0.002571,0,'nora '
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0.711733,0.135704,0.068902,0.037259,0.046402,'rank '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574021,0.191659,0.115152,0.066596,0.052572,'rank '
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.383474,0.170862,0.17863,0.09216,0.174875,'nora '
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.533137,0.216398,0.15696,0.018946,0.074559,'rank '
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474559,0.147484,0.167741,0.125976,0.084239,'nora '
1,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0.27111,0.177184,0.03284,0.058791,0.460075,'rank '
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.64643,0.134671,0.129011,0.059564,0.030323,'nora '
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.427627,0.193211,0.306207,0.032258,0.040696,'rank '
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.419203,0.327513,0.147056,0.06147,0.044759,'nora '
1,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0.078927,0.165729,0.115977,0.028499,0.610869,'rank '
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.711092,0.100207,0.095343,0.066178,0.027179,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.410031,0.183822,0.190385,0.066987,0.148776,'rank '
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.237962,0.1998,0.263729,0.210656,0.087853,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.566145,0.071512,0.259042,0.011778,0.091523,'rank '
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387713,0.147523,0.225035,0.133462,0.106267,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.475175,0.100567,0.154928,0.114993,0.154337,'rank '
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.56939,0.19683,0.063573,0.073732,0.096474,'nora '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456226,0.191954,0.231766,0.09286,0.027195,'rank '
1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529417,0.313048,0.085062,0.032336,0.040136,'nora '
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0.218471,0.242552,0.041178,0.461418,0.036381,'rank '
1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,2,2,2,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,4,0,0.785361,0.114256,0.033627,0.066756,0,'nora '
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.439573,0.08569,0.397072,0.011301,0.066365,'rank '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.298181,0.101311,0.312956,0.056356,0.231197,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.162914,0.08527,0.44148,0.087681,0.222654,'rank '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432845,0.212603,0.118214,0.104127,0.132211,'nora '
1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,3,0,1,0,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,5,0,0.652754,0.010607,0.002952,0.075582,0.258106,'rank '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441324,0.153831,0.198923,0.114216,0.091706,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426217,0.172721,0.226789,0.084884,0.08939,'rank '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0.487605,0.108656,0.120973,0.218618,0.064149,'nora '
0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0.414032,0.099705,0.205283,0.110685,0.170295,'rank '
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.685521,0.088469,0.203031,0.019084,0.003895,'nora '
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0.50939,0.180686,0.072316,0.149355,0.088253,'rank '
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0.76351,0.014583,0.057521,0.073139,0.091247,'nora '
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0.543848,0.121851,0.008353,0.163007,0.16294,'rank '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.422699,0.240001,0.153723,0.082675,0.100902,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.519062,0.09495,0.058372,0.143076,0.184542,'rank '
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.530729,0.149372,0.115867,0.122165,0.081867,'nora '
1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0.698265,0.034125,0.208268,0.028736,0.030605,'rank '
1,1,0,0,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,3,2,0,0,1,0,1,0,0,2,3,0,1,1,2,0,0,0,0,0,0,0,1,0,0,4,0,0.739415,0.166477,0.002495,0.085182,0.006431,'nora '
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319644,0.108803,0.361531,0.15781,0.052212,'rank '
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0.763124,0.197592,0.030304,0.00898,0,'nora '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.43495,0.176097,0.261865,0.05217,0.074917,'rank '
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.540409,0.140866,0.137339,0.059059,0.122328,'nora '
1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,2,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,2,0,0.041724,0.087736,0.009991,0.376761,0.483788,'rank '
0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.107194,0.029202,0.231195,0.001091,0.631317,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.443228,0.130056,0.136276,0.053793,0.236648,'rank '
0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.798897,0.061456,0.017701,0.116566,0.005379,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501592,0.119612,0.193983,0.079801,0.105011,'rank '
1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0.208601,0.666354,0.018289,0.106757,0,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426217,0.172721,0.226789,0.084884,0.08939,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.382686,0.21531,0.190198,0.068361,0.143444,'rank '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.552547,0.268108,0.130257,0.040592,0.008496,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.2316,0.356202,0.159098,0.13852,0.114581,'rank '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.318229,0.085538,0.095067,0.041863,0.459302,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.466324,0.119168,0.188114,0.158975,0.06742,'rank '
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.34892,0.116821,0.177783,0.164788,0.191688,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.280044,0.167015,0.284039,0.197763,0.071139,'rank '
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.447376,0.191875,0.247012,0.049662,0.064076,'nora '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.386258,0.036896,0.508787,0.032486,0.035573,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438112,0.190424,0.240489,0.056907,0.074069,'nora '
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.175805,0.330421,0.187734,0.193509,0.11253,'nora '
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.733488,0.211995,0.024613,0.027443,0.00246,'nora '
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405138,0.298647,0.152077,0.06818,0.075958,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52451,0.198782,0.150984,0.067302,0.058422,'krogstad '
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.558215,0.213361,0.103274,0.090222,0.034928,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462271,0.202412,0.171461,0.086474,0.077382,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.454289,0.246787,0.127426,0.070896,0.100603,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.314152,0.114387,0.076166,0.208511,0.286784,'krogstad '
0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.42066,0.068374,0.26197,0.221482,0.027513,'nora '
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0.249557,0.6998,0.034269,0.016375,0,'krogstad '
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.328167,0.403696,0.044444,0.114941,0.108753,'nora '
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.658259,0.128659,0.041144,0.140359,0.03158,'krogstad '
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256992,0.513246,0.181138,0.048623,0,'nora '
1,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,2,2,0,0,0,2,0,0,1,0,0,0,4,0,0.15667,0.690022,0.013125,0.140183,0,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.44084,0.168175,0.174882,0.115048,0.101056,'nora '
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.50487,0.085285,0.161719,0.035815,0.212311,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.479937,0.265196,0.069962,0.092186,0.09272,'nora '
5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0.182447,0.510029,0.026335,0.281189,0,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.339394,0.578148,0.067814,0.014645,0,'nora '
0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1,1,0,1,1,0,0,0,1,0,0,3,1,0.055904,0.778484,0.01238,0.145898,0.007333,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.749696,0.105323,0.082778,0.05161,0.010593,'nora '
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.498081,0.184575,0.021096,0.195849,0.100399,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.513673,0.191749,0.231677,0.0629,0,'nora '
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,2,0,0.374668,0.250041,0.015238,0.176053,0.183999,'krogstad '
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684716,0.194297,0.07726,0.031194,0.012533,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.330837,0.208354,0.132648,0.13007,0.198091,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.579043,0.179639,0.128215,0.068692,0.044412,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,2,0,2,2,0.146009,0.107785,0.02622,0.704738,0.015248,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0.465322,0.251533,0.119624,0.099795,0.063727,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,4,0,0,0,0,1,1,1,0,2,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0.397475,0.193471,0.006843,0.376022,0.02619,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471296,0.191479,0.173484,0.087696,0.076045,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0.121573,0.08841,0.102308,0.668381,0.019328,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413912,0.078946,0.327227,0.092102,0.087813,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426217,0.172721,0.226789,0.084884,0.08939,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.407852,0.108194,0.06194,0.169804,0.252209,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.384397,0.204578,0.194323,0.128057,0.088646,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.448753,0.06054,0.070584,0.196072,0.224052,'nora '
