character_name,character_speech
nora ,"['torvald', 'alt', 'dette', 'mener', 'du', 'ikke', 'noget', 'med']"
helmer ,"['ja', 'så', 'hvorfor', 'ikke']"
nora ,"['nej', 'for', 'dette', 'her', 'er', 'jo', 'bare', 'smålige', 'hensyn']"
helmer ,"['hvad', 'er', 'det', 'du', 'siger', 'smålig', 'synes', 'du', 'jeg', 'er', 'smålig']"
nora ,"['nej', 'tvertimod', 'kære', 'torvald', 'og', 'just', 'der', 'for', '–']"
helmer ,"['lige', 'meget', 'du', 'kalder', 'mine', 'bevæggrunde', 'smålige', 'så', 'må', 'vel', 'jeg', 'også', 'være', 'det', 'smålig', 'ja', 'så', '–', 'nå', 'dette', 'skal', 'tilforladelig', 'få', 'en', 'ende', 'helene']"
nora ,"['hvad', 'vil', 'du', '\u200b', 'helmer', 'en', 'afgørelse']"
helmer ,"['se', 'her', 'tag', 'dette', 'brev', 'gå', 'ned', 'med', 'det', 'straks', 'få', 'fat', 'i', 'et', 'bybud', 'og', 'lad', 'ham', 'besørge', 'det', 'men', 'hurtigt', 'adressen', 'står', 'udenpå', 'se', 'der', 'er', 'penge']"
stuepigen ,['godt']
helmer ,"['se', 'så', 'min', 'lille', 'fru', 'stivnakke']"
nora ,"['torvald', '–', 'hvad', 'var', 'det', 'for', 'et', 'brev', '\u200b', 'helmer', 'krogstads', 'opsigelse']"
nora ,"['kald', 'det', 'tilbage', 'torvald', 'det', 'er', 'endnu', 'tid', 'å', 'torvald', 'kald', 'det', 'tilbage', 'gør', 'det', 'for', 'min', 'skyld', '–', 'for', 'din', 'egen', 'skyld', 'for', 'børnenes', 'skyld', 'hører', 'du', 'torvald', 'gør', 'det', 'du', 'ved', 'ikke', 'hvad', 'dette', 'kan', 'bringe', 'over', 'os', 'alle']"
helmer ,"['for', 'sent']"
nora ,"['ja', 'for', 'sent']"
helmer ,"['kære', 'nora', 'jeg', 'tilgiver', 'dig', 'denne', 'angst', 'som', 'du', 'her', 'går', 'i', 'skønt', 'den', 'igrunden', 'er', 'en', 'for', 'nærmelse', 'imod', 'mig', 'jo', 'det', 'er', 'eller', 'er', 'det', 'kanske', 'ikke', 'en', 'fornærmelse', 'at', 'tro', 'at', 'jeg', 'skulde', 'være', 'bange', 'for', 'en', 'forkommen', 'vinkelskrivers', 'hævn', 'men', 'jeg', 'tilgiver', 'dig', 'det', 'alligevel', 'fordi', 'det', 'så', 'smukt', 'vidner', 'om', 'din', 'store', 'kærlighed', 'til', 'mig', 'således', 'skal', 'det', 'være', 'min', 'egen', 'elskede', 'nora', 'lad', 'så', 'komme', 'hvad', 'der', 'vil', 'når', 'det', 'rigtig', 'gælder', 'kan', 'du', 'tro', 'jeg', 'har', 'både', 'mod', 'og', 'kræfter', 'du', 'skal', 'se', 'jeg', 'er', 'mand', 'for', 'at', 'tage', 'alt', 'på', 'mig']"
nora ,"['hvad', 'mener', 'du', 'med', 'det']"
helmer ,"['alt', 'siger', 'jeg', '–']"
nora ,"['det', 'skal', 'du', 'aldrig', 'i', 'evighed', 'gøre']"
helmer ,"['godt', 'så', 'deler', 'vi', 'nora', '–', 'som', 'mand', 'og', 'hustru', 'det', 'er', 'som', 'det', 'skal', 'være', 'er', 'du\u200b', 'nu', 'fornøjet', 'så', 'så', 'så', 'ikke', 'disse', 'for', 'skræmte', 'dueøjne', 'det', 'er', 'jo', 'altsammen', 'ikke', 'an', 'det', 'end', 'de', 'tommeste', 'indbildninger', '–', 'nu', 'skulde', 'du', 'spille', 'tarantellaen', 'igennem', 'og', 'øve', 'dig', 'med', 'tamburinen', 'jeg', 'sætter', 'mig', 'i', 'det', 'indre', 'kontor', 'og', 'lukker', 'mellemdøren', 'saa', 'hører', 'jeg', 'ingenting', 'du', 'kan', 'gøre', 'al', 'den', 'larm', 'du', 'vil', 'og', 'når', 'rank', 'kommer', 'så', 'sig', 'ham', 'hvor', 'han', 'kan', 'finde', 'mig']"
nora ,"['han', 'var', 'istand', 'til', 'at', 'gøre', 'det', 'han', 'gør', 'det', 'han', 'gør', 'det', 'trods', 'alt', 'i', 'verden', '–', 'nej', 'aldrig', 'i', 'evighed', 'dette', 'før', 'alt', 'andet', 'redning', '–', 'en', 'udvej', '–', 'doktor', 'rank', '–', 'før', 'alt', 'andet', 'før', 'alt', 'hvad', 'det', 'så', 'skal', 'være']"
nora ,"['goddag', 'doktor', 'rank', 'jeg', 'kendte', 'dem', 'på', 'ringningen', 'men', 'de', 'skal', 'ikke', 'gå', 'ind', 'til', 'torvald', 'nu', 'for', 'jeg', 'tror', 'han', 'har', 'noget', 'at', 'bestille', '\u200b', 'rank', 'og', 'de']"
nora ,"['å', 'det', 'ved', 'de', 'nok', '–', 'for', 'dem', 'har', 'jeg', 'altid', 'en', 'stund', 'tilovers']"
rank ,"['tak', 'for', 'det', 'det', 'skal', 'jeg', 'gøre', 'brug', 'af', 'så', 'længe', 'jeg', 'kan']"
nora ,"['hvad', 'mener', 'de', 'med', 'det', 'så', 'længe', 'de', 'kan']"
rank ,"['ja', 'forskrækker', 'det', 'dem']"
nora ,"['nå', 'det', 'er', 'et', 'så', 'underligt', 'udtryk', 'skulde', 'der', 'da', 'indtræffe', 'noget']"
rank ,"['der', 'vil', 'indtræffe', 'det', 'som', 'jeg', 'længe', 'har', 'været', 'forberedt', 'på', 'men', 'jeg', 'trode', 'rigtignok', 'ikke', 'at', 'det', 'skulde', 'komme', 'så', 'snart']"
nora ,"['hvad', 'er', 'det', 'de', 'har', 'fået', 'at', 'vide', 'doktor', 'rank', 'de', 'skal', 'sige', 'mig', 'det', '\u200b', 'rank', 'med', 'mig', 'går', 'det', 'nedover', 'det', 'er', 'ikke', 'noget', 'at', 'gøre', 'ved']"
nora ,"['er', 'det', 'dem', '–']"
rank ,"['hvem', 'ellers', 'det', 'kan', 'ikke', 'nytte', 'at', 'lyve', 'for', 'sig', 'selv', 'jeg', 'er', 'den', 'miserableste', 'af', 'alle', 'mine', 'patienter', 'fru', 'helmer', 'i', 'disse', 'dage', 'har', 'jeg', 'fore', 'taget', 'et', 'generalopgør', 'af', 'min', 'indre', 'status', 'banke', 'rot', 'inden', 'en', 'måned', 'ligger', 'jeg', 'kanske', 'og', 'rådner', 'oppe', 'på', 'kirkegården']"
nora ,"['å', 'fy', 'hvor', 'stygt', 'de', 'taler']"
rank ,"['tingen', 'er', 'også', 'forbandet', 'styg', 'men', 'det', 'værste', 'er', 'at', 'der', 'vil', 'gå', 'så', 'megen', 'anden', 'styghed', 'forud', 'der', 'står', 'nu', 'bare', 'en', 'eneste', 'undersøgelse', 'tilbage', 'når', 'jeg', 'er', 'færdig', 'med', 'den', 'så', 'ved', 'jeg', 'så', 'omtrent', 'hvad', 'tid', 'opløsningen', 'begynder', 'der', 'er', 'noget', 'jeg', 'vil', 'sige', 'dem', 'helmer', 'har', 'i', 'sin', 'fine', 'natur', 'en', 'så', 'udpræget', 'modbydelighed', 'mod', 'alt', 'hvad', 'der', 'er', 'hæsligt', 'jeg', 'vil', 'ikke', 'ha’e', 'ham', 'i', 'mit', 'sygeværelse', '–']"
nora ,"['å', 'men', 'doktor', 'rank', '–']"
rank ,"['jeg', 'vil', 'ikke', 'ha’e', 'ham', 'der', 'på', 'ingen', 'måde', 'jeg', 'stænger', 'min', 'dør', 'for', 'ham', '–', 'så', 'snart', 'jeg', 'har', 'fået', 'fuld', 'visshed', 'for', 'det', 'værste', 'sender', 'jeg', '\u200b', 'dem', 'mit', 'visitkort', 'med', 'et', 'sort', 'kors', 'på', 'og', 'da', 'ved', 'de', 'at', 'nu', 'er', 'ødelæggelsens', 'vederstyggelighed', 'begyndt']"
nora ,"['nej', 'idag', 'er', 'de', 'da', 'rent', 'urimelig', 'og', 'jeg', 'som', 'så', 'gerne', 'vilde', 'at', 'de', 'skulde', 'have', 'været', 'i', 'rigtig', 'godt', 'lune']"
rank ,"['med', 'døden', 'i', 'hænderne', '–', 'og', 'således', 'at', 'bøde', 'for', 'en', 'andens', 'skyld', 'er', 'der', 'retfærdighed', 'i', 'dette', 'og', 'i', 'hver', 'eneste', 'familje', 'råder', 'der', 'på', 'en', 'eller', 'anden', 'måde', 'en', 'slig', 'ubønhørlig', 'gen', 'gældelse', '–']"
nora ,"['sniksnak', 'lystig', 'lystig']"
rank ,"['ja', 'det', 'er', 'minsæl', 'ikke', 'andet', 'end', 'til', 'at', 'le', 'ad', 'det', 'hele', 'min', 'arme', 'uskyldige', 'rygrad', 'må', 'svie', 'for', 'min', 'faders', 'lystige', 'løjtnantsdage', '\u200b', 'nora', 'han', 'var', 'jo', 'så', 'henfalden', 'til', 'asparges', 'og', 'gåseleverpostejer', 'var', 'det', 'ikke', 'så']"
rank ,"['jo', 'og', 'til', 'trøfler']"
nora ,"['ja', 'trøfler', 'ja', 'og', 'så', 'til', 'østers', 'tror', 'jeg']"
rank ,"['ja', 'østers', 'østers', 'det', 'forstår', 'sig']"
nora ,"['og', 'så', 'al', 'den', 'portvin', 'og', 'champagne', 'til', 'det', 'er', 'sørgeligt', 'at', 'alle', 'disse', 'lækkre', 'ting', 'skal', 'slå', 'sig', 'på', 'benraden']"
rank ,"['især', 'at', 'de', 'skal', 'slå', 'sig', 'på', 'en', 'ulykkelig', 'ben', 'rad', 'som', 'ikke', 'har', 'fået', 'det', 'mindste', 'godt', 'af', 'dem']"
nora ,"['ak', 'ja', 'det', 'er', 'nu', 'det', 'allersørgeligste']"
rank ,"['hm', '–']"
nora ,"['hvorfor', 'smilte', 'de']"
rank ,"['nej', 'det', 'var', 'dem', 'som', 'lo']"
nora ,"['nej', 'det', 'var', 'dem', 'som', 'smilte', 'doktor', 'rank']"
rank ,"['de', 'er', 'nok', 'en', 'større', 'skælm', 'end', 'jeg', 'havde', 'tænkt']"
nora ,"['jeg', 'er', 'så', 'opsat', 'på', 'galskaber', 'idag']"
rank ,"['det', 'lader', 'til']"
nora ,"['kære', 'kære', 'doktor', 'rank', 'de', 'skal', 'ikke', 'dø', 'fra', 'torvald', 'og', 'mig']"
rank ,"['å', 'det', 'savn', 'vilde', 'de', 'såmæn', 'let', 'forvinde', 'den', 'som', 'går', 'bort', 'glemmes', 'snart']"
nora ,"['tror', 'de', 'det']"
rank ,"['man', 'slutter', 'nye', 'forbindelser', 'og', 'så', '–']"
nora ,"['hvem', 'slutter', 'nye', 'forbindelser']"
rank ,"['det', 'vil', 'både', 'de', 'og', 'helmer', 'gøre', 'når', 'jeg', 'er', 'væk', 'de', 'selv', 'er', 'allerede', 'i', 'god', 'gang', 'synes', 'jeg', 'hvad', 'skulde', 'denne', 'fru', 'linde', 'her', 'igåraftes']"
nora ,"['aha', '–', 'de', 'er', 'dog', 'vel', 'aldrig', 'skinsyg', 'på', 'den', 'stakkers', 'kristine']"
rank ,"['jo', 'jeg', 'er', 'hun', 'vil', 'blive', 'min', 'efterfølgerske', 'her', 'i', 'huset', 'når', 'jeg', 'har', 'fået', 'forfald', 'skal', 'kanske', 'dette', 'fruentimmer', '–', '\u200b', 'nora', 'hys', 'tal', 'ikke', 'så', 'højt', 'hun', 'er', 'derinde']"
rank ,"['idag', 'også', 'ser', 'de', 'vel']"
nora ,"['bare', 'for', 'at', 'sy', 'på', 'min', 'dragt', 'herregud', 'hvor', 'urimelig', 'de', 'er', 'vær', 'nu', 'snil', 'doktor', 'rank', 'imorgen', 'skal', 'de', 'få', 'se', 'hvor', 'smukt', 'jeg', 'skal', 'danse', 'og', 'da', 'skal', 'de', 'forestille', 'dem', 'at', 'jeg', 'gør', 'det', 'bare', 'for', 'deres', 'skyld', '–', 'ja', 'og', 'så', 'naturligvis', 'for', 'torvalds', '–', 'det', 'forstår', 'sig', 'doktor', 'rank', 'sæt', 'dem', 'her', 'så', 'skal', 'jeg', 'vise', 'dem', 'noget']"
rank ,"['hvad', 'er', 'det']"
nora ,"['se', 'her', 'se']"
rank ,['silkestrømper']
nora ,"['kødfarvede', 'er', 'ikke', 'de', 'dejlige', 'ja', 'nu', 'er', 'her', 'så', 'mørkt', 'men', 'imorgen', '–', 'nej', 'nej', 'nej', 'de', 'får', 'bare', 'se', 'fodbladet', 'å', 'jo', 'de', 'kan', 'såmæn', 'gerne', 'få', 'se', 'oventil', 'også']"
rank ,"['hm', '–']"
nora ,"['hvorfor', 'ser', 'de', 'så', 'kritisk', 'ud', 'tror', 'de', 'kanske', 'ikke', 'de', 'passer']"
rank ,"['det', 'kan', 'jeg', 'umuligt', 'ha’e', 'nogen', 'begrundet', 'formening', 'om']"
nora ,"['fy', 'skam', 'dem', 'det', 'skal', 'de', 'ha’e']"
rank ,"['og', 'hvad', 'er', 'det', 'så', 'for', 'andre', 'herligheder', 'jeg', 'skal', 'få', 'se']"
nora ,"['de', 'får', 'ikke', 'se', 'en', 'smule', 'mere', 'for', 'de', 'er', 'uskikkelig']"
rank ,"['når', 'jeg', 'sidder', 'her', 'således', 'ganske', 'fortrolig', 'sammen', 'med', 'dem', 'så', 'begriber', 'jeg', 'ikke', '–', 'nej', 'jeg', 'fatter', 'det', 'ikke', '–', 'hvad', 'der', 'skulde', 'blevet', 'af', 'mig', 'hvis', 'jeg', 'aldrig', 'var', 'kommen', 'her', 'i', 'huset']"
nora ,"['jo', 'jeg', 'tror', 'nok', 'at', 'de', 'igrunden', 'hygger', 'dem', 'ganske', 'godt', 'hos', 'os', '\u200b', 'rank', 'og', 'så', 'at', 'skulle', 'gå', 'fra', 'det', 'altsammen', '–']"
nora ,"['sniksnak', 'de', 'går', 'ikke', 'fra', 'det']"
rank ,"['–', 'og', 'ikke', 'kunne', 'efterlade', 'sig', 'et', 'fattigt', 'takkens', 'tegn', 'engang', 'knapt', 'nok', 'et', 'flygtigt', 'savn', '–', 'ikke', 'andet', 'end', 'en', 'ledig', 'plads', 'som', 'kan', 'ud', 'fyldes', 'af', 'den', 'første', 'den', 'bedste']"
nora ,"['og', 'hvis', 'jeg', 'nu', 'bad', 'dem', 'om', '–', 'nej', '–']"
rank ,"['om', 'hvad']"
nora ,"['om', 'et', 'stort', 'bevis', 'på', 'deres', 'venskab', '–']"
rank ,"['ja', 'ja']"
nora ,"['nej', 'jeg', 'mener', '–', 'om', 'en', 'umådelig', 'stor', 'tjeneste', '–']"
rank ,"['vilde', 'de', 'virkelig', 'for', 'en', 'gangs', 'skyld', 'gøre', 'mig', 'så', 'lykkelig']"
nora ,"['å', 'de', 'ved', 'jo', 'slet', 'ikke', 'hvad', 'det', 'er']"
rank ,"['nu', 'godt', 'så', 'sig', 'det']"
nora ,"['nej', 'men', 'jeg', 'kan', 'ikke', 'doktor', 'rank', 'det', '\u200b', 'er', 'noget', 'så', 'urimelig', 'meget', '–', 'både', 'et', 'råd', 'og', 'en', 'hjælp', 'og', 'en', 'tjeneste', '–']"
rank ,"['så', 'meget', 'desto', 'bedre', 'det', 'er', 'mig', 'ufatteligt', 'hvad', 'de', 'kan', 'mene', 'men', 'så', 'tal', 'dog', 'har', 'jeg', 'da', 'ikke', 'deres', 'fortrolighed']"
nora ,"['jo', 'det', 'har', 'de', 'som', 'ingen', 'anden', 'de', 'er', 'min', 'troeste', 'og', 'bedste', 'ven', 'det', 'ved', 'jeg', 'nok', 'derfor', 'vil', 'jeg', 'også', 'sige', 'dem', 'det', 'nu', 'vel', 'da', 'doktor', 'rank', 'der', 'er', 'noget', 'som', 'de', 'må', 'hjælpe', 'mig', 'at', 'forhindre', 'de', 'ved', 'hvor', 'inderligt', 'hvor', 'ubeskrivelig', 'højt', 'torvald', 'elsker', 'mig', 'aldrig', 'et', 'øjeblik', 'vilde', 'han', 'betænke', 'sig', 'på', 'at', 'give', 'sit', 'liv', 'hen', 'for', 'min', 'skyld']"
rank ,"['nora', '–', 'tror', 'de', 'da', 'at', 'han', 'er', 'den', 'eneste', '–']"
nora ,"['som', '–']"
rank ,"['som', 'gladelig', 'gav', 'sit', 'liv', 'hen', 'for', 'deres', 'skyld']"
nora ,"['ja', 'så', '\u200b', 'rank', 'jeg', 'har', 'svoret', 'ved', 'mig', 'selv', 'at', 'de', 'skulde', '\u200b', 'vide', 'det', 'før', 'jeg', 'gik', 'bort', 'en', 'bedre', 'lejlighed', 'vilde', 'jeg', 'aldrig', 'finde', '–', 'ja', 'nora', 'nu', 'ved', 'de', 'det', 'og', 'nu', 'ved', 'de', 'altså', 'også', 'at', 'til', 'mig', 'kan', 'de', 'betro', 'dem', 'som', 'til', 'ingen', 'anden']"
nora ,"['lad', 'mig', 'slippe', 'frem']"
rank ,"['nora', '–']"
nora ,"['helene', 'bring', 'lampen', 'ind', '–', 'ak', 'kære', 'doktor', 'rank', 'dette', 'her', 'var', 'virkelig', 'stygt', 'af', 'dem']"
rank ,"['at', 'jeg', 'har', 'elsket', 'dem', 'fuldt', 'så', 'inderligt', 'som', 'nogen', 'anden', 'var', 'det', 'stygt']"
nora ,"['nej', 'men', 'at', 'de', 'går', 'hen', 'og', 'siger', 'mig', 'det', 'det', 'var', 'jo', 'slet', 'ikke', 'nødvendigt', '–']"
rank ,"['hvad', 'mener', 'de', 'har', 'de', 'da', 'vidst', '–']"
rank ,"['nora', '–', 'fru', 'helmer', '–', 'jeg', 'spør', 'dem', 'har', 'de', 'vidst', 'noget', '\u200b', 'nora', 'å', 'hvad', 'ved', 'jeg', 'hvad', 'jeg', 'har', 'vidst', 'eller', 'ikke', 'vidst', 'jeg', 'kan', 'virkelig', 'ikke', 'sige', 'dem', '–', 'at', 'de', 'kunde', 'være', 'så', 'klodset', 'doktor', 'rank', 'nu', 'var', 'alting', 'så', 'godt']"
rank ,"['nå', 'de', 'har', 'ialtfald', 'nu', 'visshed', 'for', 'at', 'jeg', 'står', 'dem', 'til', 'rådighed', 'med', 'liv', 'og', 'sjæl', 'og', 'vil', 'de', 'så', 'tale', 'ud']"
nora ,"['efter', 'dette']"
rank ,"['jeg', 'beer', 'dem', 'lad', 'mig', 'få', 'vide', 'hvad', 'det', 'er']"
nora ,"['ingenting', 'kan', 'de', 'få', 'vide', 'nu']"
rank ,"['jo', 'jo', 'således', 'må', 'de', 'ikke', 'straffe', 'mig', 'lad', 'mig', 'få', 'lov', 'til', 'at', 'gøre', 'for', 'dem', 'hvad', 'der', 'står', 'i', 'menneskelig', 'magt']"
nora ,"['nu', 'kan', 'de', 'ingenting', 'gøre', 'for', 'mig', '–', 'for', 'resten', 'behøver', 'jeg', 'visst', 'ikke', 'nogen', 'hjælp', 'de', 'skal', 'se', 'det', 'er', 'bare', 'indbildninger', 'altsammen', 'ja', 'visst', 'er', 'det', 'så', 'naturligvis', 'jo', 'de', 'er', 'rigtignok', 'en', 'net', 'herre', 'doktor', 'rank', 'synes', 'de', 'ikke', 'de', 'skammer', 'dem', 'nu', 'lampen', 'er', 'kommen', 'ind']"
rank ,"['nej', 'egentlig', 'ikke', 'men', 'jeg', 'skal', 'kanske', 'gå', '–', 'for', 'stedse']"
nora ,"['nej', 'det', 'skal', 'de', 'da', 'rigtignok', 'ikke', 'gøre', 'de', 'skal', 'naturligvis', 'komme', 'her', 'som', 'før', 'de', 'ved', 'jo', 'godt', 'torvald', 'kan', 'ikke', 'undvære', 'dem']"
rank ,"['ja', 'men', 'de']"
nora ,"['å', 'jeg', 'synes', 'altid', 'her', 'blir', 'så', 'uhyre', 'fornøje', 'ligt', 'når', 'de', 'kommer']"
rank ,"['det', 'er', 'just', 'det', 'som', 'lokked', 'mig', 'ind', 'på', 'et', 'vildspor', 'de', 'er', 'mig', 'en', 'gåde', 'mangengang', 'har', 'det', 'forekommet', 'mig', 'at', 'de', 'næsten', 'ligeså', 'gerne', 'vilde', 'være', 'sammen', 'med', 'mig', 'som', 'med', 'helmer']"
nora ,"['ja', 'ser', 'de', 'der', 'er', 'jo', 'nogle', 'mennesker', 'som', 'man', 'holder', 'mest', 'af', 'og', 'andre', 'mennesker', 'som', 'man', 'næsten', 'helst', 'vil', 'være', 'sammen', 'med']"
rank ,"['å', 'ja', 'der', 'er', 'noget', 'i', 'det']"
nora ,"['da', 'jeg', 'var', 'hjemme', 'holdt', 'jeg', 'naturligvis', 'mest', 'af', 'pappa', 'men', 'jeg', 'syntes', 'altid', 'det', 'var', 'så', 'umådelig', 'morsomt', 'når', 'jeg', 'kunde', 'stjæle', 'mig', 'ned', 'i', 'pigekammeret', 'for', 'de', 'vejleded', 'mig', 'ikke', 'en', '\u200b', 'smule', 'og', 'så', 'talte', 'de', 'altid', 'så', 'meget', 'fornøjeligt', 'sig', 'imellem']"
rank ,"['aha', 'det', 'er', 'altså', 'dem', 'jeg', 'har', 'afløst']"
nora ,"['å', 'kære', 'snille', 'doktor', 'rank', 'det', 'mente', 'jeg', 'jo', 'slet', 'ikke', 'men', 'de', 'kan', 'vel', 'skønne', 'at', 'det', 'er', 'med', 'torvald', 'ligesom', 'med', 'pappa', '–']"
stuepigen ,['frue']
nora ,['ah']
rank ,"['noget', 'galt', 'på', 'færde']"
nora ,"['nej', 'nej', 'på', 'ingen', 'måde', 'det', 'er', 'bare', 'noget', '–', 'det', 'er', 'min', 'nye', 'dragt', '–', '\u200b', 'rank', 'hvorledes', 'der', 'ligger', 'jo', 'deres', 'dragt']"
nora ,"['å', 'ja', 'den', 'men', 'det', 'er', 'en', 'anden', 'jeg', 'har', 'bestilt', 'den', '–', 'torvald', 'må', 'ikke', 'vide', 'det', '–']"
rank ,"['aha', 'der', 'har', 'vi', 'altså', 'den', 'store', 'hemmelighed']"
nora ,"['ja', 'visst', 'gå', 'bare', 'ind', 'til', 'ham', 'han', 'sidder', 'i', 'det', 'indre', 'værelse', 'hold', 'ham', 'op', 'så', 'længe', '–']"
rank ,"['vær', 'rolig', 'han', 'skal', 'ikke', 'slippe', 'fra', 'mig']"
nora ,"['og', 'han', 'står', 'og', 'venter', 'i', 'køkkenet']"
stuepigen ,"['ja', 'han', 'kom', 'op', 'bagtrappen', '–']"
nora ,"['men', 'sagde', 'du', 'ham', 'ikke', 'at', 'her', 'var', 'nogen']"
stuepigen ,"['jo', 'men', 'det', 'hjalp', 'ikke']"
nora ,"['han', 'vil', 'ikke', 'gå', 'igen']"
stuepigen ,"['nej', 'han', 'går', 'ikke', 'før', 'han', 'får', 'talt', 'med', 'fruen']"
nora ,"['så', 'lad', 'ham', 'komme', 'ind', 'men', 'sagte', 'helene', 'du', 'må', 'ikke', 'sige', 'det', 'til', 'nogen', 'det', 'er', 'en', 'over', 'raskelse', 'for', 'min', 'mand', '\u200b', 'stuepigen', 'ja', 'ja', 'jeg', 'forstår', 'nok', '–']"
nora ,"['det', 'forfærdelige', 'sker', 'det', 'kommer', 'alligevel', 'nej', 'nej', 'nej', 'det', 'kan', 'ikke', 'ske', 'det', 'skal', 'ikke', 'ske']"
nora ,"['tal', 'sagte', 'min', 'mand', 'er', 'hjemme']"
krogstad ,"['nå', 'lad', 'ham', 'det']"
nora ,"['hvad', 'vil', 'de', 'mig']"
krogstad ,"['få', 'vide', 'besked', 'om', 'noget']"
nora ,"['så', 'skynd', 'dem', 'hvad', 'er', 'det']"
krogstad ,"['de', 'ved', 'vel', 'at', 'jeg', 'har', 'fået', 'min', 'opsigelse']"
nora ,"['jeg', 'kunde', 'ikke', 'forhindre', 'det', 'herr', 'krogstad', 'jeg', 'har', 'kæmpet', 'til', 'det', 'yderste', 'for', 'deres', 'sag', 'men', 'det', 'hjalp', 'ikke', 'noget', '\u200b', 'krogstad', 'har', 'deres', 'mand', 'så', 'liden', 'kærlighed', 'til', 'dem', '\u200b', 'han', 'ved', 'hvad', 'jeg', 'kan', 'udsætte', 'dem', 'for', 'og', 'alligevel', 'vover', 'han', '–']"
nora ,"['hvor', 'kan', 'de', 'tænke', 'at', 'han', 'har', 'fået', 'det', 'at', 'vide']"
krogstad ,"['å', 'nej', 'jeg', 'tænkte', 'det', 'nu', 'heller', 'ikke', 'det', 'ligned', 'slet', 'ikke', 'min', 'gode', 'torvald', 'helmer', 'at', 'vise', 'så', 'meget', 'mandsmod', '–']"
nora ,"['herr', 'krogstad', 'jeg', 'kræver', 'agtelse', 'for', 'min', 'mand']"
krogstad ,"['bevares', 'al', 'skyldig', 'agtelse', 'men', 'siden', 'fruen', 'holder', 'dette', 'her', 'så', 'ængstelig', 'skjult', 'så', 'tør', 'jeg', 'vel', 'antage', 'at', 'de', 'også', 'har', 'fåt', 'lidt', 'bedre', 'op', 'lysning', 'end', 'igår', 'om', 'hvad', 'de', 'egentlig', 'har', 'gjort']"
nora ,"['mere', 'end', 'de', 'nogensinde', 'kunde', 'lære', 'mig']"
krogstad ,"['ja', 'slig', 'en', 'dårlig', 'jurist', 'som', 'jeg', '–']"
nora ,"['hvad', 'er', 'det', 'de', 'vil', 'mig']"
krogstad ,"['bare', 'se', 'hvorledes', 'det', 'stod', 'til', 'med', 'dem', 'fru', 'helmer', 'jeg', 'har', 'gået', 'og', 'tænkt', 'på', 'dem', 'hele', 'dagen', 'en', 'inkassator', 'en', 'vinkelskriver', 'en', '–', 'nå', '\u200b', 'en', 'som', 'jeg', 'har', 'også', 'lidt', 'af', 'det', 'som', 'kaldes', 'for', 'hjertelag', 'ser', 'de']"
nora ,"['så', 'vis', 'det', 'tænk', 'på', 'mine', 'små', 'børn']"
krogstad ,"['har', 'de', 'og', 'deres', 'mand', 'tænkt', 'på', 'mine', 'men', 'det', 'kan', 'nu', 'være', 'det', 'samme', 'det', 'var', 'bare', 'det', 'jeg', 'vilde', 'sige', 'dem', 'at', 'de', 'ikke', 'behøver', 'at', 'tage', 'denne', 'sag', 'altfor', 'alvorligt', 'der', 'vil', 'ikke', 'for', 'det', 'første', 'ske', 'nogen', 'påtale', 'fra', 'min', 'side']"
nora ,"['å', 'nej', 'ikke', 'sandt', 'det', 'vidste', 'jeg', 'nok', 'krogstad', 'det', 'hele', 'kan', 'jo', 'ordnes', 'i', 'al', 'mindelighed', 'det', 'behøver', 'slet', 'ikke', 'at', 'komme', 'ud', 'iblandt', 'folk', 'det', 'blir', 'bare', 'imellem', 'os', 'tre']"
nora ,"['min', 'mand', 'må', 'aldrig', 'få', 'noget', 'at', 'vide', 'om', 'dette']"
krogstad ,"['hvorledes', 'vil', 'de', 'kunne', 'forhindre', 'det', 'kan', 'de', 'kanske', 'betale', 'hvad', 'der', 'står', 'til', 'rest']"
nora ,"['nej', 'ikke', 'nu', 'straks', '\u200b', 'krogstad', 'eller', 'har', 'de', 'kanske', 'udvej', 'til', 'at', 'rejse', 'penge', 'en', 'af', 'dagene']"
nora ,"['ingen', 'udvej', 'som', 'jeg', 'vil', 'gøre', 'brug', 'af']"
krogstad ,"['ja', 'det', 'vilde', 'nu', 'ikke', 'have', 'nyttet', 'dem', 'noget', 'alligevel', 'om', 'de', 'så', 'stod', 'her', 'med', 'aldrig', 'så', 'mange', 'kontanter', 'i', 'hånden', 'så', 'fik', 'de', 'ikke', 'deres', 'forskrivning', 'ifra', 'mig', 'for', 'det']"
nora ,"['så', 'forklar', 'mig', 'da', 'hvad', 'de', 'vil', 'bruge', 'den', 'til']"
krogstad ,"['jeg', 'vil', 'bare', 'beholde', 'den', '–', 'ha’e', 'den', 'i', 'mit', 'værge', 'der', 'er', 'ingen', 'uvedkommende', 'som', 'får', 'nys', 'om', 'det', 'hvis', 'de', 'derfor', 'skulde', 'gå', 'her', 'med', 'en', 'eller', 'anden', 'fortvivlet', 'beslutning', '–']"
nora ,"['det', 'gør', 'jeg']"
krogstad ,"['–', 'hvis', 'de', 'skulde', 'tænke', 'på', 'at', 'løbe', 'fra', 'hus', 'og', 'hjem', '–']"
nora ,"['det', 'gør', 'jeg']"
krogstad ,"['–', 'eller', 'de', 'skulde', 'tænke', 'på', 'det', 'som', 'værre', 'er', '–']"
nora ,"['hvor', 'kan', 'de', 'vide', 'det']"
krogstad ,"['–', 'så', 'lad', 'sligt', 'fare']"
